stock_name,daily_profit,day_min_price,day_max_price,day_final_price,date,buyers_in_day,volumn_of_buy_in_day,persons_num_of_buyers,company_num_of_buyers,persons_amount_of_buy,company_amount_of_buy,persons_num_of_seller,company_num_of_seller,persons_amount_of_sells,company_amount_of_sells
شتران,-4.01,13255.00,13951.00,13392.00,1399-02-30,7317,M 73.576,75328,56, 289.919M, 12.481,35334,65, 261.573M, 40.828
شتران,1.80,13111.00,14390.00,13952.00,1399-02-29,0,M 222.561,75328,56, 289.919M, 12.481,35334,65, 261.573M, 40.828
شتران,-5.00,13705.00,13705.00,13705.00,1399-02-28,2523,M 37.832,75328,56, 289.919M, 12.481,35334,65, 261.573M, 40.828
شتران,-4.95,14420.00,14699.00,14426.00,1399-02-27,3624,M 25.576,75328,56, 289.919M, 12.481,35334,65, 261.573M, 40.828
شتران,0.24,14385.00,15899.00,15178.00,1399-02-24,22219,M 368.353,75328,56, 289.919M, 12.481,35334,65, 261.573M, 40.828
لخزر,4.09,214700.00,237260.00,235210.00,1399-05-15,176,460438,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,2.23,232090.00,232090.00,225970.00,1399-05-14,7,115836,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,5.00,221040.00,221040.00,221040.00,1399-05-13,33,277186,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,5.00,210520.00,210520.00,210520.00,1399-05-12,7,276509,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,4.18,202080.00,202080.00,200500.00,1399-05-11,13,217078,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,2.40,197340.00,197340.00,192460.00,1399-05-08,4,122751,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,3.83,182000.00,190060.00,187950.00,1399-05-07,74,198345,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,-4.54,180130.00,189610.00,181010.00,1399-05-06,0,759355,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,-2.14,184070.00,193900.00,189610.00,1399-05-05,124,140020,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,-1.01,185940.00,200110.00,193750.00,1399-05-04,171,193340,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,-4.64,194980.00,204490.00,195720.00,1399-05-01,150,558626,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,-3.79,202670.00,218700.00,205240.00,1399-04-31,248,315908,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,2.64,198100.00,218230.00,213330.00,1399-04-30,338,492185,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,5.00,207840.00,207840.00,207840.00,1399-04-29,217,335706,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,-3.05,193970.00,214200.00,197950.00,1399-04-28,222,577368,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,-0.46,194870.00,194870.00,204170.00,1399-04-25,86,25053,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,0.50,193900.00,213500.00,205120.00,1399-04-24,754,905503,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,5.00,204100.00,204100.00,204100.00,1399-04-23,30,338874,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,5.00,194390.00,194390.00,194390.00,1399-04-22,68,279373,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,5.00,186640.00,186640.00,186640.00,1399-04-14,0,470507,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,5.00,177760.00,177760.00,177760.00,1399-04-11,218,561074,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,4.31,170410.00,170410.00,169300.00,1399-04-10,84,278863,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,4.95,150000.00,162380.00,162300.00,1399-04-09,156,619721,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,3.44,156980.00,156980.00,154650.00,1399-04-04,139,271672,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,4.17,150690.00,150690.00,149510.00,1399-04-03,0,329769,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,4.36,144390.00,144390.00,143520.00,1399-04-02,127,344965,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,4.99,137520.00,137520.00,137520.00,1399-04-01,277,394945,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,3.46,132930.00,132930.00,130980.00,1399-03-31,26,273485,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,3.47,128470.00,128470.00,126600.00,1399-03-27,17,309531,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,2.55,125280.00,125280.00,122360.00,1399-03-26,0,227855,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,2.81,121860.00,121860.00,119320.00,1399-03-25,0,250886,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,3.59,117630.00,117630.00,116060.00,1399-03-24,56,320725,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,0.60,116932.00,116932.00,112034.00,1399-03-21,5,57842,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,0.59,116248.00,116248.00,111364.00,1399-03-20,0,56581,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,3.71,112000.00,112093.00,110713.00,1399-03-19,0,356650,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,1.43,110510.00,110510.00,106756.00,1399-03-18,0,137835,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,1.23,109170.00,109170.00,105248.00,1399-03-17,42,118039,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,2.38,97255.00,106634.00,103972.00,1399-03-13,97,319960,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,-0.29,97150.00,101999.00,101557.00,1399-03-12,57,48577,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,-0.11,98032.00,104698.00,101850.00,1399-03-11,38,36669,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,0.14,100000.00,105000.00,101965.00,1399-03-10,53,70533,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,-0.17,97713.00,100888.00,101824.00,1399-03-07,46,25213,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,0.04,97875.00,105900.00,101996.00,1399-03-06,55,79915,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,-0.15,97005.00,105000.00,101952.00,1399-03-03,57,66556,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,-0.70,97688.00,102000.00,102110.00,1399-02-31,80,79194,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,-0.23,98265.00,103299.00,102829.00,1399-02-30,69,76601,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,-0.08,98102.00,106955.00,103064.00,1399-02-29,0,42207,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,1.33,96699.00,106877.00,103146.00,1399-02-28,73,354481,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,-0.08,96778.00,96800.00,101788.00,1399-02-27,28,8036,176,2, 206324B, 254114,125,0, 460438B, 0
لخزر,-1.26,98014.00,103170.00,101871.00,1399-02-24,103,134196,176,2, 206324B, 254114,125,0, 460438B, 0
خبازرس,1.88,35100.00,35740.00,35699.00,1399-05-15,101,530838,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,1.92,34720.00,35068.00,35040.00,1399-05-14,105,439619,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,1.31,34615.00,34615.00,34381.00,1399-05-12,66,194335,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,0.61,34405.00,34405.00,33937.00,1399-05-11,11,90635,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,4.00,33731.00,33731.00,33731.00,1399-05-08,63,469168,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,0.28,32991.00,32991.00,32434.00,1399-05-07,2,44001,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,0.16,32937.00,32937.00,32345.00,1399-05-06,3,26410,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,0.51,32769.00,32769.00,32292.00,1399-05-05,3,82581,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,3.02,32431.00,32431.00,32127.00,1399-05-04,3,242570,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,0.18,31751.00,31751.00,31184.00,1399-05-01,1,29252,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,0.47,31601.00,31601.00,31129.00,1399-04-31,2,78337,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,0.67,31392.00,31392.00,30982.00,1399-04-30,6,110509,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,0.49,31852.00,31852.00,30777.00,1399-04-29,1,40564,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,1.30,30839.00,30839.00,30627.00,1399-04-28,9,214414,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,0.34,30734.00,30734.00,30235.00,1399-04-25,1,58342,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,0.75,30505.00,30505.00,30132.00,1399-04-24,4,128501,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,0.50,30947.00,30947.00,29907.00,1399-04-23,2,43102,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,1.71,29843.00,29843.00,29757.00,1399-04-22,31,291963,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,0.10,29814.00,29814.00,29258.00,1399-04-21,1,16674,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,2.00,29219.00,29230.00,29230.00,1399-04-18,130,M 1.616,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,1.88,29252.00,29252.00,28657.00,1399-04-17,2,169599,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,0.31,28599.00,28599.00,28127.00,1399-04-16,0,56721,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,0.19,28544.00,28544.00,28039.00,1399-04-15,1,35000,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,0.70,28346.00,28346.00,27985.00,1399-04-14,0,126000,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,3.69,27874.00,27874.00,27791.00,1399-04-11,5,371654,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,1.49,26936.00,26936.00,26802.00,1399-04-10,21,300827,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,2.00,26408.00,26408.00,26408.00,1399-04-09,9,424154,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,0.26,26341.00,26341.00,25891.00,1399-04-08,1,51501,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,4.00,25825.00,25825.00,25825.00,1399-04-07,8,419000,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,0.00,25327.00,25327.00,24832.00,1399-04-04,2,784,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,0.04,25317.00,25317.00,24831.00,1399-04-03,0,8863,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,0.00,25316.00,25316.00,24821.00,1399-04-02,1,1000,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,4.00,24820.00,24820.00,24820.00,1399-04-01,0,430000,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,1.99,23868.00,23868.00,23866.00,1399-03-31,9,425742,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,1.99,23401.00,23401.00,23400.00,1399-03-27,0,462001,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,2.00,22943.00,22943.00,22943.00,1399-03-26,6,500000,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,2.00,22494.00,22494.00,22494.00,1399-03-25,19,500091,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,2.00,22053.00,22053.00,22053.00,1399-03-24,0,500300,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,3.96,21629.00,21629.00,21621.00,1399-03-21,8,506040,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,2.00,20798.00,20798.00,20798.00,1399-03-20,6,556235,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,2.00,20391.00,20391.00,20391.00,1399-03-19,9,536102,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,2.00,19992.00,19992.00,19992.00,1399-03-18,38,M 2.09,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,0.14,20354.00,20354.00,19600.00,1399-03-17,1,18200,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,0.04,19955.00,19955.00,19572.00,1399-03-13,1,10000,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,0.01,19954.00,19954.00,19564.00,1399-03-12,1,1003,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,0.02,19950.00,19950.00,19563.00,1399-03-11,3,5000,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,0.04,20333.00,20333.00,19559.00,1399-03-10,1,5266,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,0.08,19925.00,19925.00,19551.00,1399-03-07,1,21005,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,0.11,19903.00,19903.00,19535.00,1399-03-06,4,28255,101,1, 522800B, 8038,23,1, 373646B, 157192
خبازرس,0.74,20143.00,20143.00,19513.00,1399-02-31,0,96463,101,1, 522800B, 8038,23,1, 373646B, 157192
کسعدی,4.99,71280.00,71280.00,71280.00,1399-05-14,64,M 2.675,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,5.00,67890.00,67890.00,67890.00,1399-05-13,53,M 2.681,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,4.97,58520.00,64680.00,64660.00,1399-05-12,449,M 4.328,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,3.06,62750.00,62750.00,61600.00,1399-05-11,26,513049,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,4.99,59770.00,59770.00,59770.00,1399-05-07,117,M 2.91,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,5.00,56930.00,56930.00,56930.00,1399-05-06,0,M 3.371,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,4.81,51250.00,54310.00,54220.00,1399-05-05,1217,M 13.999,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,4.99,51730.00,51730.00,51730.00,1399-05-04,307,M 8.475,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,4.99,49270.00,49270.00,49270.00,1399-05-01,247,M 6.831,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,2.24,43610.00,48190.00,46930.00,1399-04-31,997,M 9.098,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,4.99,44000.00,45900.00,45900.00,1399-04-29,690,M 4.858,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,5.00,43720.00,43720.00,43720.00,1399-04-28,64,M 2.527,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,4.99,41640.00,41640.00,41640.00,1399-04-25,69,M 3.671,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,4.98,39660.00,39660.00,39660.00,1399-04-24,71,M 3.156,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,0.03,35890.00,39650.00,37780.00,1399-04-23,0,M 18.538,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,-2.40,36770.00,40630.00,37770.00,1399-04-22,3665,M 16.63,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,4.93,36940.00,38720.00,38700.00,1399-04-21,578,M 4.322,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,4.80,36940.00,36940.00,36880.00,1399-04-16,40,M 1.51,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,4.98,35190.00,35190.00,35190.00,1399-04-15,95,M 2.496,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,4.98,33520.00,33520.00,33520.00,1399-04-14,0,M 8.988,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,5.00,31930.00,31930.00,31930.00,1399-04-11,66,M 5.366,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,4.97,30410.00,30410.00,30410.00,1399-04-10,455,M 5.324,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,-2.16,28130.00,30980.00,28970.00,1399-04-09,838,M 3.774,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,-4.51,29460.00,30720.00,29610.00,1399-04-08,888,M 3.413,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,-2.15,30110.00,33100.00,31010.00,1399-04-07,1158,M 5.703,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,-4.89,31660.00,32660.00,31690.00,1399-04-04,441,M 1.932,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,-3.03,32650.00,35900.00,33320.00,1399-04-03,0,M 7.773,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,4.09,33360.00,34660.00,34360.00,1399-04-02,776,M 2.814,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,-1.34,31790.00,35000.00,33010.00,1399-04-01,1428,M 9.169,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,3.18,30810.00,34050.00,33460.00,1399-03-31,1892,M 10.582,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,4.99,32430.00,32430.00,32430.00,1399-03-27,56,M 3.412,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,5.00,30890.00,30890.00,30890.00,1399-03-26,0,M 3.354,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,5.00,29420.00,29420.00,29420.00,1399-03-25,659,M 5.771,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,4.94,27500.00,28030.00,28020.00,1399-03-24,212,M 3.145,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,3.87,25430.00,26990.00,26700.00,1399-03-21,649,M 2.51,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,-0.99,25000.00,26999.00,25705.00,1399-03-20,0,M 2.025,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,-2.46,25286.00,27946.00,25962.00,1399-03-19,399,M 1.97,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,1.95,25512.00,27413.00,26616.00,1399-03-18,0,M 3.799,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,3.47,25210.00,26494.00,26108.00,1399-03-17,400,M 2.495,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,1.44,24155.00,26110.00,25233.00,1399-03-13,355,M 1.33,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,-2.34,24199.00,25900.00,24875.00,1399-03-12,313,M 2.205,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,-3.71,25131.00,25750.00,25472.00,1399-03-11,286,M 1.474,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,-4.59,26339.00,27330.00,26453.00,1399-03-10,709,M 2.8,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,-0.94,26590.00,26590.00,27725.00,1399-03-07,87,337362,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,-5.00,27989.00,27989.00,27989.00,1399-03-06,32,9612,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,4.28,28666.00,30040.00,29834.00,1399-02-20,0,M 3.546,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,1.72,26719.00,29531.00,28610.00,1399-02-17,764,M 3.828,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,-2.90,27517.00,29999.00,28125.00,1399-02-16,678,M 1.679,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,-4.83,28914.00,29674.00,28965.00,1399-02-15,1153,M 3.584,64,3, 2.474M, 201455,176,1, 275462M, 2.4
کسعدی,4.71,28800.00,30519.00,30435.00,1399-02-14,0,M 3.714,64,3, 2.474M, 201455,176,1, 275462M, 2.4
آپ,4.95,37800.00,38430.00,38410.00,1399-05-15,1955,M 13.999,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,3.45,34700.00,37140.00,36600.00,1399-05-14,1305,M 13.297,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,-1.39,34120.00,37000.00,35380.00,1399-05-13,1316,M 5.989,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,-2.63,35010.00,38690.00,35880.00,1399-05-12,2121,M 11.126,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,1.63,36250.00,37520.00,36850.00,1399-05-11,1741,M 7.988,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,0.95,35000.00,37220.00,36260.00,1399-05-08,1541,M 6.855,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,1.79,34900.00,37050.00,35920.00,1399-05-07,2023,M 9.246,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,2.89,33140.00,36010.00,35290.00,1399-05-06,0,M 9.933,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,-3.24,33680.00,35850.00,34300.00,1399-05-05,1831,M 5.664,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,0.62,34470.00,36720.00,35450.00,1399-05-04,2416,M 7.487,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,-4.50,35050.00,36800.00,35230.00,1399-05-01,1581,M 8.117,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,-4.80,36820.00,37500.00,36890.00,1399-04-31,1504,M 6.945,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,-1.55,37920.00,39990.00,38750.00,1399-04-30,1758,M 9.18,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,-1.45,38020.00,41910.00,39360.00,1399-04-29,2446,M 9.661,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,3.77,38510.00,40410.00,39940.00,1399-04-28,2320,M 10.515,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,1.69,37000.00,39700.00,38490.00,1399-04-25,1597,M 6.891,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,4.04,36520.00,38190.00,37850.00,1399-04-24,2045,M 9.276,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,-4.34,36130.00,37890.00,36380.00,1399-04-23,0,M 10.535,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,-0.42,36290.00,39500.00,38030.00,1399-04-22,3184,M 12.063,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,-4.33,37930.00,39500.00,38190.00,1399-04-21,0,M 6.809,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,-3.83,39440.00,41630.00,39920.00,1399-04-18,2108,M 10.561,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,4.69,40260.00,41630.00,41510.00,1399-04-17,2499,M 23.093,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,3.39,38150.00,40260.00,39650.00,1399-04-16,2497,M 15.953,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,-0.52,36630.00,40100.00,38350.00,1399-04-15,2763,M 11.455,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,-4.18,38220.00,41100.00,38550.00,1399-04-14,0,M 9.571,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,-2.45,39180.00,42600.00,40230.00,1399-04-11,3686,M 17.383,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,3.02,40000.00,42030.00,41240.00,1399-04-10,0,M 19.483,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,-4.44,39800.00,41390.00,40030.00,1399-04-09,2660,M 12.046,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,2.95,39050.00,42720.00,41890.00,1399-04-08,5793,M 35.859,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,4.98,40690.00,40690.00,40690.00,1399-04-07,54,M 3.777,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,4.67,35990.00,38880.00,38760.00,1399-04-04,1844,M 33.259,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,3.81,35400.00,37450.00,37030.00,1399-04-03,0,M 11.467,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,4.97,35670.00,35670.00,35670.00,1399-04-02,22,M 1.26,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,4.91,33000.00,34000.00,33980.00,1399-04-01,1806,M 20.637,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,0.68,30570.00,33690.00,32390.00,1399-03-31,3824,M 15.543,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,2.00,31000.00,33000.00,32170.00,1399-03-27,2412,M 9.053,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,-1.68,30550.00,32790.00,31540.00,1399-03-26,0,M 6.851,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,-4.01,31750.00,33880.00,32080.00,1399-03-25,0,M 9.814,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,0.38,32810.00,34900.00,33420.00,1399-03-24,2076,M 8.245,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,2.08,32800.00,34000.00,33294.00,1399-03-21,1166,M 4.377,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,-1.74,31534.00,34000.00,32614.00,1399-03-20,0,M 3.991,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,-1.25,31932.00,35292.00,33193.00,1399-03-19,1575,M 5.694,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,4.27,32550.00,33846.00,33612.00,1399-03-18,0,M 13.609,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,5.00,32235.00,32235.00,32235.00,1399-03-17,156,M 2.311,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,4.98,30000.00,30705.00,30700.00,1399-03-13,271,M 9.933,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,-1.55,28302.00,30796.00,29243.00,1399-03-12,751,M 2.871,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,-2.51,28944.00,31685.00,29702.00,1399-03-11,844,M 2.476,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,4.96,30360.00,30478.00,30467.00,1399-03-10,1472,M 3.809,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,0.19,27524.00,30000.00,29027.00,1399-03-07,754,M 2.994,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
آپ,-2.60,28259.00,30999.00,28972.00,1399-03-06,714,M 4.273,1955,6, 13.192M, 807002,1465,6, 7.67M, 6.329
بمپنا,1.01,142500.00,153653.00,150550.00,1399-05-15,133,276729,133,2, 188346B, 88383,439,1, 236729B, 40000
بمپنا,1.85,140000.00,153630.00,149039.00,1399-05-14,290,M 1.371,133,2, 188346B, 88383,439,1, 236729B, 40000
بمپنا,1.98,143659.00,150669.00,146337.00,1399-05-13,0,177616,133,2, 188346B, 88383,439,1, 236729B, 40000
بمپنا,5.00,143450.00,143495.00,143495.00,1399-05-12,415,403696,133,2, 188346B, 88383,439,1, 236729B, 40000
بمپنا,2.29,128901.00,140283.00,136662.00,1399-05-11,503,366528,133,2, 188346B, 88383,439,1, 236729B, 40000
